
 Running on port 18601
Sending first message: 1692649867437
Sending last message: 1692649869987
Data send time total: 2549782
ID: -1rs Msg Type: 4

 Running on port 18601
ID: -1rs Msg Type: 0
ID: 0 Msg Type: 1
ID: 1 Msg Type: 1
ID: 2 Msg Type: 1
ID: 3 Msg Type: 1
ID: 4 Msg Type: 1
ID: 5 Msg Type: 1
ID: 6 Msg Type: 1
ID: 7 Msg Type: 1
ID: 0 Msg Type: 2
ID: 8 Msg Type: 1
ID: 1 Msg Type: 2
ID: 0 Msg Type: 3
ID: 9 Msg Type: 1
ID: 1 Msg Type: 3
ID: 2 Msg Type: 2
ID: 10 Msg Type: 1
ID: 2 Msg Type: 3
ID: 3 Msg Type: 2
ID: 11 Msg Type: 1
ID: 3 Msg Type: 3
ID: 4 Msg Type: 2
ID: 12 Msg Type: 1
ID: 5 Msg Type: 2
ID: 4 Msg Type: 3
ID: 13 Msg Type: 1
ID: 5 Msg Type: 3
ID: 6 Msg Type: 2
ID: 14 Msg Type: 1
ID: 7 Msg Type: 2
ID: 6 Msg Type: 3
ID: 15 Msg Type: 1
ID: 7 Msg Type: 3
ID: 8 Msg Type: 2
ID: 9 Msg Type: 2
ID: 8 Msg Type: 3
ID: 9 Msg Type: 3
ID: 10 Msg Type: 2
ID: 11 Msg Type: 2
ID: 10 Msg Type: 3
ID: 11 Msg Type: 3
ID: 12 Msg Type: 2
ID: 13 Msg Type: 2
ID: 12 Msg Type: 3
ID: 13 Msg Type: 3
ID: 14 Msg Type: 2
ID: 15 Msg Type: 2
ID: 14 Msg Type: 3
ID: 15 Msg Type: 3
Fill/encryption time total: 18414426
Sending first message: 1692650051719
Sending last message: 1692650054413
Data send time total: 2693721
ID: -1rs Msg Type: 4

 Running on port 18601
ID: -1rs Msg Type: 0
ID: 0 Msg Type: 1
ID: 1 Msg Type: 1
ID: 2 Msg Type: 1
ID: 3 Msg Type: 1
ID: 4 Msg Type: 1
ID: 5 Msg Type: 1
ID: 6 Msg Type: 1
ID: 7 Msg Type: 1
ID: 8 Msg Type: 1
ID: 1 Msg Type: 2
ID: 9 Msg Type: 1
ID: 1 Msg Type: 3
ID: 2 Msg Type: 2
ID: 0 Msg Type: 2
ID: 10 Msg Type: 1
ID: 0 Msg Type: 3
ID: 2 Msg Type: 3
ID: 3 Msg Type: 2
ID: 11 Msg Type: 1
ID: 4 Msg Type: 2
ID: 3 Msg Type: 3
ID: 12 Msg Type: 1
ID: 5 Msg Type: 2
ID: 4 Msg Type: 3
ID: 13 Msg Type: 1
ID: 5 Msg Type: 3
ID: 6 Msg Type: 2
ID: 14 Msg Type: 1
ID: 7 Msg Type: 2
ID: 6 Msg Type: 3
ID: 15 Msg Type: 1
ID: 8 Msg Type: 2
ID: 7 Msg Type: 3
ID: 9 Msg Type: 2
ID: 8 Msg Type: 3
ID: 9 Msg Type: 3
ID: 12 Msg Type: 2
ID: 10 Msg Type: 2
ID: 10 Msg Type: 3
ID: 12 Msg Type: 3
ID: 11 Msg Type: 2
ID: 14 Msg Type: 2
ID: 11 Msg Type: 3
ID: 14 Msg Type: 3
ID: 13 Msg Type: 2
ID: 13 Msg Type: 3
ID: 15 Msg Type: 2
ID: 15 Msg Type: 3
Fill/encryption time total: 18306563
Sending first message: 1692651343640
Sending last message: 1692651346261
Data send time total: 2621068
ID: -1rs Msg Type: 4

 Running on port 18601
ID: -1rs Msg Type: 0
ID: 0 Msg Type: 1
ID: 1 Msg Type: 1
ID: 2 Msg Type: 1
ID: 3 Msg Type: 1
ID: 4 Msg Type: 1
ID: 2 Msg Type: 2
ID: 5 Msg Type: 1
ID: 6 Msg Type: 1
ID: 3 Msg Type: 2
ID: 2 Msg Type: 3
ID: 4 Msg Type: 2
ID: 7 Msg Type: 1
ID: 3 Msg Type: 3
ID: 0 Msg Type: 2
ID: 1 Msg Type: 2
ID: 4 Msg Type: 3
ID: 5 Msg Type: 2
ID: 8 Msg Type: 1
ID: 0 Msg Type: 3
ID: 6 Msg Type: 2
ID: 1 Msg Type: 3
ID: 5 Msg Type: 3
ID: 9 Msg Type: 1
ID: 6 Msg Type: 3
ID: 10 Msg Type: 1
ID: 7 Msg Type: 2
ID: 11 Msg Type: 1
ID: 7 Msg Type: 3
ID: 8 Msg Type: 2
ID: 9 Msg Type: 2
ID: 8 Msg Type: 3
ID: 12 Msg Type: 1
ID: 10 Msg Type: 2
ID: 9 Msg Type: 3
ID: 13 Msg Type: 1
ID: 11 Msg Type: 2
ID: 10 Msg Type: 3
ID: 14 Msg Type: 1
ID: 11 Msg Type: 3
ID: 12 Msg Type: 2
ID: 15 Msg Type: 1
ID: 12 Msg Type: 3
ID: 13 Msg Type: 2
ID: 13 Msg Type: 3
ID: 14 Msg Type: 2
ID: 14 Msg Type: 3
ID: 15 Msg Type: 2
ID: 15 Msg Type: 3
Fill/encryption time total: 18343042
Sending first message: 1692651532547
Sending last message: 1692651535293
Data send time total: 2746266
ID: -1rs Msg Type: 4

 Running on port 18601
